75,泰然大厦,905,2434391.075584883,500017.3371181066
76,敦煌大厦,160,2434391.114696396,500000.1223817227
77,天济大厦,348,2434391.0882694526,500034.4627425609
78,求是大厦,1156,2434391.123342746,500017.21417873714
79,苍松大厦,2435,2434391.0984064536,500017.3800115751
80,华联大厦,440,2434391.1969855935,500103.2636148749
81,中国经贸大厦,309,2434391.120742273,500000.1591623236
82,高发佳苑,150,2434372.6514884266,500051.66740839684
83,长城花园,2516,2434409.610832892,500086.18331588624
84,南天一花园,1823,2434409.6086493596,500103.2583655513
85,景城府,551,2434409.5772256427,500034.5783100497
86,奥士达大厦,172,2434427.985079791,500068.8426381765
87,润福园,66,2434372.7478509187,500034.55652730993
88,逸山明居,82,2434409.65829314,500086.1261568601
89,香蜜湖豪庭,264,2434409.5808846373,500017.3533919265
90,华富村西区,854,2434409.5988467443,500086.0928705801
91,梅丰花园,97,2434427.97228924,500034.54767450277
92,众孚新村,423,2434372.7105080164,500051.70897242666
93,梅沁楼,132,2434427.995390524,500051.7129883918
94,乐山居,92,2434427.9797394094,500086.18363822455
95,东方欣悦居,122,2434372.7211959767,500051.73974814743
96,咏山名苑,421,2434428.079485874,500051.6435045053
97,通业大厦,686,2434409.6744993906,500034.5152527851
98,博伦花园,158,2434372.723962251,500051.7505670539
99,建龙苑,389,2434428.108642557,500051.80048468034
100,全海花园,678,2434372.6445487505,500051.6350160956
101,翔名苑,180,2434409.612821635,500034.5189155702
102,笔架山依岚花园,314,2434427.9992435053,500086.1860732143
103,金丰花园,154,2434428.02784108,500068.9313339732
104,上梅林派出所宿舍楼,48,2434428.0361707048,500068.9184088318
105,富盛花园,96,2434427.985598086,500034.5727006604
106,高发住宅楼,50,2434372.7662039595,500051.72049894667
107,新洲苑,106,2434372.736666376,500051.64758372895
108,知本大厦,73,2434372.7267106436,500068.8922023434
109,鸿运大院,102,2434428.026746634,500051.77941750176
110,绿化大厦,340,2434428.05129431,500051.7669816481
111,福星路196号,75,2434391.143654669,500086.1122554262
112,福田供电局宿舍,141,2434409.499991126,500086.13300186215
113,华丽大院,248,2434409.5025417786,500086.1135350605
114,富荔花园,210,2434409.495128962,500086.0500938325
115,金梅花园,802,2434427.9980424647,500034.5890549158
116,东梅公寓,281,2434428.018974843,500051.78633140994
117,城投福滨苑,313,2434391.085963863,500086.05891593185
118,明福居,116,2434391.2031515483,500017.2330836487
119,建设银行宿舍,225,2434391.132427919,500086.13139139
120,中航北苑大厦,496,2434409.5042631216,500086.12386818946
121,笔架山庄,244,2434409.6509095184,500086.12897204375
122,信苑花园,141,2434409.6569048394,500086.1119823426
123,合正园,314,2434427.9732799334,500051.71316129726
124,梅岗园林宿舍,120,2434409.660583864,500086.13304000394
125,静逸居,140,2434409.6655281084,500086.15559276845
126,鹏基商务时空,682,2434427.951078686,500103.2768393517
127,鸿浩阁,148,2434428.041954154,500034.5774332222
128,鸣泉居,286,2434409.545375492,500017.22805099376
129,长怡花园,504,2434409.571424963,500086.1673606705
130,机场龙塘住宅楼,292,2434409.5550431036,500034.5542359244
131,俊安苑,332,2434409.5074592684,500017.2848079325
132,百花5路8号,688,2434409.5754952976,500086.2069643528
133,豪峰园,293,2434409.6008290537,500017.33737698005
134,趣园,275,2434391.0477334866,500034.55939634435
135,国城花园,600,2434409.57247051,500103.27281801007
136,华新村,1060,2434409.5617322586,500086.1398315888
137,香丽大厦,350,2434409.5772034465,500034.55535575905
138,星逸居,60,2434409.6075273063,500017.3271708441
139,百花园一期,801,2434409.6098385314,500103.27302949934
140,海馨苑,1288,2434409.586726797,500086.13724534604
141,香荔新村,224,2434409.5315517075,500051.65300833795
142,长泰花园,649,2434409.5813705632,500086.157566678
143,百花园二期,614,2434409.583460665,500103.2735209955
144,金地花园,1909,2434372.693331854,500034.50575512124
145,特发小区,612,2434409.6073832274,500034.4591272694
146,香榭里紫园,76,2434391.2078522663,500017.32455142814
147,蝴蝶谷名苑,64,2434391.160007253,500000.0723943857
148,荔林苑,411,2434391.1895042085,500017.2887104971
149,香蜜湖水榭花都,1257,2434409.5365739395,500034.5278294896
150,香榭茗园,134,2434391.198826416,500017.32441717346
151,博林贡院,257,2434391.147391047,500000.05036393757
152,红树林海景花园,280,2434391.1189034428,500000.0788226584
153,椰树花园,337,2434372.7391693774,500034.5299503475
154,君子广场,1186,2434391.213282092,500000.04702299304
155,翠海花园一期,716,2434409.5734395427,500017.27719451464
156,明苑大厦,72,2434391.1261849217,500103.31110382505
157,宏威花园,96,2434409.6712477263,500051.7835314477
158,里奥de花园,181,2434391.040779183,500068.8973061426
159,电子设计院,278,2434391.2099839463,500086.1831862567
160,卫检大厦,132,2434391.0409565317,500068.93853717536
161,航苑大厦,407,2434391.222896762,500086.1123389551
162,东风汽车大院,349,2434391.214266582,500086.219593906
163,绿景花园,358,2434372.7106309156,500034.5779482806
164,中通锦龙花园,191,2434391.1425128756,500086.19701335736
165,红旗岭,101,2434372.710281155,500034.51341234025
166,彩云居,453,2434391.117485542,500086.05725451186
167,裕林花园,589,2434427.9571355763,500034.57147980545
168,梅林二村,842,2434427.9893979733,500051.6493047437
169,依山居,296,2434427.9646871113,500086.17908295494
170,翠馨居花园,496,2434427.989207003,500103.35501400055
171,鹏盛村,2584,2434409.6374872527,500103.34801250795
172,梅林一村十三区,1360,2434428.029253242,500034.51331000373
173,福华新村,2031,2434391.105036134,500068.9549197088
174,锦洲花园,546,2434372.751129592,500051.64080643427
175,景秀年华家园,360,2434409.6418365487,500034.4631047721
176,锦庐花园,434,2434409.5656275325,500000.1501167222
177,鸿新花园,728,2434409.503202545,500000.1160410986
178,香蜜二村,679,2434391.220928174,500034.5733335999
179,景洲大厦,496,2434409.589812678,500051.6773988454
180,福安综合市场,249,2434391.20729861,500068.9421103971
181,金色家园一期,635,2434409.606106396,500051.63631124847
182,香荟雅苑,115,2434409.584504077,500017.358623673
183,光华园,132,2434391.113032827,500086.21221501916
184,汇港名苑,1542,2434391.0701297564,500086.119993295
185,荔湖花苑,308,2434409.5547589427,500103.3249444141
186,香蜜湖九号大院,447,2434409.578815379,500017.34948720515
187,福昌苑,297,2434372.743284217,500034.58898544736
188,嘉隆星苑,503,2434409.621668081,500034.4638966723
189,意馨居,448,2434427.9970764685,500103.3372553348
190,燃气公司小区,77,2434391.1443554745,500103.265649407
191,爱华大院,695,2434391.1718913377,500086.1921393042
192,华富村东区,1588,2434409.607082559,500086.1261954925
193,香景大厦,339,2434409.5814523743,500034.54826221854
194,天健时尚新天地,397,2434409.6101125446,500034.5732606527
195,俊景豪园,600,2434409.580946078,500034.5303672747
196,岗厦辛诚花园,602,2434391.0844213567,500068.9041809301
197,景苑大厦,379,2434391.200733072,500051.6633789537
198,发展兴苑,550,2434391.066263917,500051.7229083262
199,雅福居,321,2434409.5443431404,500000.13988043746
200,嘉麟豪庭,323,2434391.1644718335,500068.90817728924
201,华景花园,186,2434391.071633149,500068.9375819975
202,现代苑,228,2434409.529536016,500068.94541605416
203,新沙苑,212,2434391.0614974657,500051.66099899693
204,金竹花园,294,2434391.154192087,500000.1493501823
205,彩天名苑,1188,2434391.14938973,500068.9258381697
206,星河世纪,2226,2434391.1546925907,500068.91400873684
207,海关生活区,264,2434409.675426414,500051.78577972
208,医药宿舍,112,2434391.1141562015,500086.1308764774
209,加福广场华尔登府邸,1087,2434372.5889956322,500068.85936690925
210,东海花园君豪阁,72,2434391.1839788645,500017.37984626764
211,红岭中学宿舍楼福田,84,2434409.576363445,500103.3645224652
212,联合广场,905,2434391.0647856845,500068.9346545609
213,富强花园,140,2434372.7654447467,500068.93121333927
214,银泰苑,380,2434372.6401420794,500068.8827237382
215,新天国际名苑,470,2434409.5826563407,500017.37032626383
216,迷你新居福田,451,2434427.964456327,500051.65579795884
217,世纪汇广场,1713,2434391.204368165,500086.1220577287
218,熙园,707,2434409.559535832,500017.35954613646
219,阳光高尔夫大厦,469,2434391.152376407,500017.36437821086
220,银华大厦,70,2434409.6290562693,500086.13253086945
221,金运世纪大厦,1189,2434391.118371058,500017.3094551653
222,天安数码时代大厦,1506,2434391.1272244155,500034.475525851
223,金润大厦,1222,2434391.1263658428,500017.35832730297
224,中旅国际公馆1期,615,2434409.544055631,500017.26842082094
225,华丰大厦,324,2434391.1876525898,500051.67352381337
226,大庆大厦,567,2434391.119943451,500017.3298176973
227,凯丰花园综合楼,448,2434428.0134427454,500068.88128437736
228,国际文化大厦,629,2434391.1717355764,500086.0567676918
229,葵花公寓,743,2434391.044987761,500051.71862750116
230,华天公寓,248,2434428.039376215,500068.9777685814
231,星座大厦,776,2434372.752069302,500051.75008830056
232,本元大厦,468,2434391.131249069,500017.3752513306
233,山语清晖,664,2434427.993049364,500017.27227282076
234,海松大厦,1350,2434391.0802466488,500017.3536497534
235,莲丰雅苑福田北大区二期,1805,2434427.954269473,500051.7592522291
236,创展中心,737,2434391.139748001,500034.4676885192
237,中国有色大厦,1082,2434391.130385379,500017.38087890885
238,世纪豪庭,334,2434391.1200320297,500017.32490260305
239,财富广场,1121,2434391.1537273317,500017.3775746177
240,耀华创建大厦,1915,2434391.124472336,500017.3421570578
241,劲松大厦,713,2434391.1187645686,500034.45287100197
242,天吉大厦,370,2434391.097238631,500034.4719118765
243,雪松大厦,655,2434391.0832584836,500017.32561512507
244,联泰大厦,454,2434391.127406562,500017.22613604297
245,鸿运阁,93,2434409.5394730247,500000.17138790584
246,创新科技广场二期,491,2434391.0664666593,500034.46840116236
247,创新科技广场一期,1875,2434391.110171926,500034.46776086587
248,杭钢富春大厦,1716,2434391.1180056576,500017.3182630978
249,盛唐大厦,1372,2434391.069206833,500017.35307151906
250,中电信息大厦,817,2434391.1937316917,500051.6754030941
251,赛格科技园,598,2434409.531203991,500086.1560742658
252,莲丰花园,258,2434427.9514458547,500051.76086306473
253,电子科技大厦,1144,2434391.2013565726,500086.17222062097
254,宝生Midtown,1163,2434372.767959075,500051.7405884742
255,上步大厦,326,2434391.172757906,500103.280662977
256,赛格广场,1564,2434391.1947791246,500086.16023236857
257,莲丰大厦,365,2434427.9547344926,500051.7445999105
258,嘉福花园,343,2434372.651878871,500068.8986389237
259,骏皇名居,691,2434372.640531479,500068.8724585788
260,益田花园二期,738,2434372.6043772767,500051.78225377906
261,圆梦园,382,2434354.29977344,500051.7713357607
262,福源花园二期,248,2434354.295270134,500051.72865036526
263,益田点彩人家,364,2434372.5991507554,500051.767498169
264,东海花园二期福禄居,1620,2434391.1651591775,500017.3625403675
265,居雅苑,307,2434372.6331393924,500068.8640591739
266,阳基阳光城市,432,2434372.722167205,500068.9502277653
267,南光名仕苑,426,2434372.6430199095,500068.8881730979
268,宝田苑,375,2434372.625049353,500068.8414101157
269,国都高尔夫花园二期,669,2434391.0829197667,500051.66243039665
270,城市3米6公寓,694,2434354.2901492175,500051.7594516388
271,福昌大厦,192,2434372.7413674956,500068.94014296
272,福源花园一期,707,2434354.2845879677,500051.72866474255
273,新浩城花园,451,2434391.0867037643,500000.0327432033
274,天御香山花园,459,2434391.1681649764,500017.30737215123
275,润丰园,473,2434409.587276174,500051.662616895
276,合正名园,556,2434391.2060337192,500051.6405946864
277,彩虹新都,1091,2434391.1320314966,500068.92567300436
278,集福居,98,2434409.5288212374,500068.93940608116
279,福源大厦,600,2434391.086332126,500068.93676914385
280,供电大厦,198,2434391.064490801,500068.95380370796
281,彩天怡色,334,2434427.953019475,500068.90649975796
282,海连大厦,465,2434409.4959873767,500068.94484072673
283,深圳市勘察研究院,258,2434391.216129733,500068.94684926915
284,碧景园,190,2434409.5828431672,500051.63175844884
285,华富大厦,449,2434391.1940205107,500051.67155273614
286,缇香名苑,749,2434409.5048360014,500034.5665348458
287,听泉居,208,2434409.5883604735,500000.16468644957
288,城市主场,1349,2434409.652059931,500103.2827105526
289,时代华庭,447,2434391.2172649214,500051.6818844633
290,莲花天心楼,80,2434409.6699273437,500051.78907486075
291,城中雅苑,983,2434391.0835141335,500051.7213467379
292,景田西小区,781,2434409.6323911995,500034.5716057482
293,凯悦绿城,196,2434372.6577038052,500068.8581481607
294,彩田居,36,2434427.9554358455,500051.7980329345
295,润恒大厦,369,2434391.076820316,500068.9309155936
296,金众小区,828,2434391.1533428747,500017.2339675655
297,赛格苑,800,2434391.1691465415,500086.15864795045
298,高科利花园,408,2434391.1379174837,500068.96490139636
299,万景花园,184,2434391.0764750796,500068.9410438276
300,天然居,1200,2434409.606812647,500034.5120492183
301,景田北村,436,2434409.642566112,500051.63582951087
302,茗香苑,323,2434409.6147853904,500034.58476360206
303,振业花园,427,2434409.506947077,500068.95734247117
304,竹林花园,320,2434391.154542162,500000.165675468
305,特区报社宿舍楼,168,2434391.193092868,500051.6651658221
306,业城阁,192,2434391.222797612,500051.67759645573
307,景茗苑,128,2434409.617700501,500034.58006998734
308,香蜜三村,1117,2434409.5127098514,500051.67190220655
309,安通花园,164,2434409.5841128267,500051.66984572966
310,汇龙花园,980,2434428.0889822138,500068.87714566675
311,景龙大厦,673,2434409.650420727,500051.6505607309
312,武警大厦景华苑,1117,2434409.643896151,500034.4711279265
313,馨庭苑,205,2434409.641358135,500034.5240572488
314,东华大厦,184,2434391.07062123,500068.9474895392
315,皇洲花园,488,2434391.0755281462,500068.96104117506
316,莲兴苑,64,2434409.5818408267,500051.67590975703
317,怡枫园,353,2434409.5881761913,500051.6515948142
318,天明居,199,2434409.600991202,500034.5039159315
319,东景花园,350,2434391.2017014613,500051.67985428247
320,七街公馆,980,2434409.6448077126,500034.4763682914
321,第壹世界广场,477,2434409.539304448,500051.6795372471
322,金海花园,132,2434391.1462113946,500000.14034367894
323,新洲大厦,741,2434372.7607582053,500051.6861970026
324,深大新村,294,2434391.153330616,500068.96358191344
325,景莲花园,222,2434409.581915304,500051.66221912304
326,国华大厦,224,2434409.5323298513,500017.22354730585
327,富霖花园,205,2434409.5577856684,500051.67801402445
328,绿景新洋房,208,2434372.740177884,500051.657384025
329,景田南小区,525,2434409.620811452,500051.6565911037
330,润鹏花园,138,2434409.660647526,500068.8819201128
331,香蜜新村,1131,2434409.5276513803,500034.56015680643
332,幸福家园,187,2434409.635610819,500034.51853775344
333,天一名居,363,2434409.6176224514,500051.666658786
334,皇家翠苑,224,2434409.4967719857,500068.963889771
335,万科城市花园,461,2434409.630284053,500034.4778106602
336,市政大院,1102,2434409.530075613,500034.58646676043
337,恒冠豪园,286,2434372.745578472,500051.7393180356
338,福雅园,60,2434372.7118913666,500068.908262143
339,天健阳光华苑,360,2434372.741996708,500051.7556530397
340,福业大厦,103,2434391.0402729725,500068.9179926487
341,景源华庭,550,2434372.739453778,500068.9173199291
342,皇庭居,390,2434372.725847265,500068.9172817821
343,赛格绿茵阁,370,2434372.704285435,500068.9094372476
344,三龙花园,350,2434372.754551328,500068.84559773817
345,福涛东园,177,2434372.6953190886,500068.9009073033
346,金地翠园,241,2434372.7333785766,500051.7376722536
347,宣嘉华庭,586,2434372.6853093067,500068.91115484614
348,金怡华庭,676,2434372.733997046,500068.8768743583
349,福围阁,64,2434372.6777905165,500068.88303168485
350,瑞和园,435,2434372.7246089256,500051.75709868304
351,雅云轩,231,2434372.7419485417,500051.7479612107
352,皇岗中心花园,205,2434372.737720473,500068.84311998665
353,瑞昌大厦,256,2434391.046048984,500068.91639207385
354,共和世家,734,2434372.6980042756,500051.78253063414
355,水木澜山居,488,2434428.067071619,500068.9555656196
356,金色假日,376,2434409.5153628886,500051.63993590703
357,半山御景,337,2434428.080301104,500068.9474545291
358,五洲星苑,850,2434391.201252411,500051.6497227434
359,瑞达苑,193,2434391.223558535,500051.64880128833
360,健君园,352,2434428.056140558,500068.9247868058
361,宝瑞轩,415,2434354.3041416,500051.8009272295
362,香逸名园,400,2434391.2012810665,500034.5654120282
363,东方玫瑰花园,803,2434391.1783406194,500034.5764783948
364,中央花园,226,2434372.7259575045,500051.7230798701
365,艺丰花园B区,268,2434428.052685726,500068.91444036353
366,雍祥居,162,2434391.177396918,500017.3547406881
367,国际村,119,2434391.084606543,500068.96323597006
368,岗厦村统建楼,211,2434391.15244281,500068.9564675952
369,福鑫苑,152,2434391.129810903,500068.9446595438
370,装饰集团,48,2434391.0796068525,500068.9564039102
371,港丽豪园,503,2434391.0723373853,500068.909707325
372,五邑大厦,180,2434391.1614599456,500086.15993706527
373,恒运豪庭,253,2434391.1011046735,500068.9022776485
374,中深花园,632,2434391.0829543266,500068.92887167505
375,莲花一村,2670,2434409.5903390315,500068.9434022933
376,民宁园,135,2434409.6785075916,500068.90618120064
377,福泉花园,228,2434372.7620490585,500068.889449035
378,华轩大厦,121,2434391.039797189,500068.8835388055
379,晨晖家园,396,2434372.682903303,500068.850085955
380,银庄大厦,538,2434372.7017444577,500068.88466639246
381,水围新家园,411,2434372.700320611,500068.8706380145
382,恒福花园,257,2434372.7633518814,500068.91704629594
383,皇岗花园大厦,180,2434391.0410589487,500068.8916769206
384,国皇大厦,448,2434391.04612552,500068.88135787024
385,英协大厦,120,2434391.0468038297,500068.8890822005
386,显锐大厦,131,2434372.764185084,500068.881038636
387,福民大厦,434,2434372.716941467,500068.9308607038
388,御庭园,260,2434372.6783250375,500068.88820618764
389,福民佳园,450,2434372.713526719,500068.89689660573
390,华明楼,155,2434372.761574051,500068.8997914176
391,集华花园,197,2434372.7539618113,500068.8856041513
392,福民新村,1713,2434372.7218373585,500068.93718734715
393,庆典大厦,104,2434391.0463710614,500068.8964697259
394,万泽云顶香蜜湖,678,2434427.966271564,500017.2685810911
395,梅兴苑,1180,2434428.0109078316,500051.6933630838
396,新华楼,48,2434409.6247747075,500103.35767613153
397,园中花园,852,2434409.583516301,500103.3150204533
398,园岭花园,324,2434409.6209434816,500103.36441891483
399,朗庭豪园,580,2434354.30995321,500051.7995786009
400,星河明居,792,2434372.7110325624,500051.72740256303
401,金海燕花园,727,2434391.0739476285,500000.03413719014
402,园东花园,922,2434409.5941465963,500103.3427658523
403,竹盛花园一期,644,2434391.130276156,500000.1189535464
404,侨福大厦,350,2434391.191074023,500051.632530263
405,卓越城二期,1341,2434428.0479216836,500068.8411829888
406,景梅新村,84,2434409.66258764,500034.5658362753
407,帝港海湾豪园,941,2434354.296964399,500051.7564372295
408,凯丰花园一期,187,2434428.025390559,500068.8832772044
409,益田花园,342,2434372.610558326,500051.7685480625
410,锦滨苑,128,2434372.754640068,500034.5853990914
411,荔树人家,266,2434372.76132077,500034.48846776586
412,福乐雅苑,92,2434372.7076685666,500051.776939382
413,海悦华城,796,2434372.6503132307,500068.94441557466
414,花好园,1577,2434391.046898209,500017.36296561616
415,骏皇嘉园,291,2434372.7326911595,500051.64850274206
416,福田花园大厦,306,2434372.6519008433,500051.6734855041
417,嘉洲富苑,629,2434372.756315397,500051.6539327482
418,南国大厦,323,2434409.624176815,500103.3654514747
419,碧华庭居,1199,2434427.9801690867,500051.6933838364
420,长城盛世家园二期,2165,2434427.951688464,500068.8891735614
421,越海家园,932,2434391.131571701,500000.1367965784
422,深华公寓,343,2434427.987765156,500051.6836156007
423,雅颂居,646,2434391.2184017315,500068.89774937736
424,耀荣园,172,2434391.1743579055,500000.0387218575
425,桑达大厦,513,2434409.503787286,500086.17978248955
426,兰江山第花园二期,456,2434427.9996710094,500017.24495073553
427,绿景新苑,313,2434372.726569724,500051.6528618208
428,橄榄鹏苑,1072,2434391.2036766047,500068.93355464423
429,星河雅居,542,2434372.73051681,500051.6424908265
430,泰美园,160,2434372.759921374,500051.73819647986
431,益田豪园居,1004,2434372.626987319,500051.7712941502
432,韵动家园,1006,2434372.7592810593,500034.53751370375
433,福田花园,323,2434372.64310487,500051.66776448506
434,凯丰花园二期,688,2434428.0205980996,500068.8879831278
435,阁林网苑,436,2434409.5273730657,500086.21931991266
436,深业上城,1625,2434409.6325263027,500068.94352598005
437,爱地大厦,165,2434391.045906186,500068.9404474324
438,安联大厦,539,2434391.2016592007,500068.87436144927
439,国都高尔夫一期,246,2434391.074674393,500051.66559394746
440,兴业银行大厦,617,2434391.162915578,500051.7187097215
441,大中华国际金融中心,1177,2434391.166956596,500068.93980670284
442,荣超国际商会中心,1185,2434391.0987032102,500051.7671277426
443,卓越大厦,1516,2434391.153215572,500051.7099947539
444,航天大厦,932,2434391.1631037933,500051.7106452486
445,金海湾花园,1066,2434372.6819519685,500034.4731705295
446,诺德金融中心,853,2434391.214315683,500068.87505322375
447,长平商务大厦,887,2434354.2809528443,500051.7723081178
448,华融大厦,1031,2434391.1520640515,500051.73285614245
449,深圳特区报业大厦,256,2434391.185969411,500051.64988799783
450,海岸中心,273,2434391.094412571,500086.0558491142
451,江苏大厦,1312,2434409.5136247957,500051.75430465833
452,理想公馆,783,2434428.052043217,500068.85187631653
453,中银大厦,510,2434409.531672967,500068.91240440815
454,深南中学家属楼,202,2434391.183447264,500017.2937288565
455,鸿图大厦,142,2434391.1299904296,500086.09235072474
456,福星路景佑楼,42,2434391.0719124484,500086.1078397851
457,富国工业区,304,2434428.0817412375,500068.8842166074
458,世界贸易广场,943,2434391.1675502956,500086.11664719414
459,福田大厦,548,2434391.176652296,500086.11043099617
460,巴登街综合楼,41,2434391.167576132,500103.3427831956
461,搪瓷公司住宅楼,48,2434428.0505155344,500068.94265047123
462,现代国际大厦,1688,2434391.113218892,500068.8782856496
463,民生银行宿舍,92,2434428.035002023,500068.8992408566
464,桑达小区,410,2434409.5103757977,500086.1901185971
465,丰盛町地下阳光街,39,2434391.131703047,500017.36001040787
466,上步工业区,1302,2434409.5400068746,500086.1233826812
467,桑达工业区,180,2434409.508604241,500086.2136614679
468,卓越世纪中心,8133,2434391.0861010305,500068.8783064199
469,南园村园西,157,2434391.162612095,500086.18496290495
470,航都大厦,172,2434391.204744548,500086.10375003144
471,文化综合楼宿舍,15,2434391.1386272837,500086.0716164133
472,梅林一村十一区,224,2434428.0154008535,500034.5031081389
473,梅林一村九区,680,2434428.000884102,500034.5020342869
474,统建办公楼,20,2434391.1816024994,500086.2125017863
475,梅林一村六区,352,2434428.0047708144,500034.53696647513
476,科学馆地铁站中信商场,21,2434391.1906187055,500103.27985744586
477,梅林一村七区,256,2434428.020660598,500034.52703301667
478,梅林一村五区,512,2434427.9990350013,500034.54568146676
479,梅林一村八区,448,2434428.0020910827,500034.5111313176
480,安居苑,124,2434428.0581335207,500068.8827297944
481,梅林一村二区,352,2434428.0183574716,500034.55671970994
482,金地工业区,498,2434372.7118493104,500034.5411661256
483,碧海云天一期,688,2434391.0584010878,500000.00960302044
484,福星阁,43,2434428.010022202,500051.7584672859
485,潮流前线,26,2434391.187138558,500086.1283772296
486,锦龙新村,28,2434391.1742499755,500086.20707044046
487,笔架山公馆,451,2434428.038335388,500068.9866487779
488,机电大厦,264,2434428.036131585,500068.92500373453
489,嘉梅小区,87,2434427.964024403,500051.63288500026
490,国通大厦,181,2434372.7638705214,500034.5852057235
491,深圳REDS,3629,2434409.5962820924,500034.4669667269
492,恒盛居,78,2434427.9682764485,500051.6327404254
493,光纤小区,392,2434427.973922918,500103.3625743591
494,广银大厦,427,2434391.0461784424,500086.05756346445
495,皇舟苑,699,2434372.741538342,500068.99442824186
496,皇御苑二期,2252,2434372.7511940794,500069.006251287
497,梅村路5号大院天龙综合楼,64,2434428.008405381,500051.710276761
498,银麓公寓,156,2434428.0236747703,500069.00513203186
499,皇御苑四期,1413,2434372.730376736,500068.9973298508
500,皇溪苑,479,2434372.7460229243,500068.9951510308
501,神彩苑,218,2434427.9948514095,500068.9477103593
502,福祥小区,43,2434391.0935491943,500086.11443787056
503,红松大厦,496,2434391.089171512,500017.35171881435
504,梅林街道办综合楼,48,2434427.994464402,500051.70170638844
505,工艺大厦,242,2434409.495161507,500086.2008162264
